0.9022	139936
1.8044	13698
2.7066	3940
3.6088	1984
4.511	1180
5.4132	710
6.3154	586
7.2176	393
8.1198	307
9.022	254
9.9242	0
10.8264	236
11.7286	157
12.6308	137
13.533	116
14.4352	130
15.3374	92
16.2396	74
17.1418	68
18.044	63
18.9462	0
19.8484	61
20.7506	67
21.6528	64
22.555	44
23.4572	53
24.3594	43
25.2616	38
26.1638	41
27.066	31
27.9682	0
28.8704	31
29.7726	29
30.6748	27
31.577	20
32.4792	26
33.3814	27
34.2836	26
35.1858	20
36.088	26
36.9902	0
37.8924	21
38.7946	17
39.6968	16
40.599	22
41.5012	15
42.4034	18
43.3056	11
44.2078	21
45.11	11
46.0122	12
46.9144	0
47.8166	8
48.7188	12
49.621	16
50.5232	12
51.4254	12
52.3276	5
53.2298	8
54.132	10
55.0342	4
55.9364	0
56.8386	13
57.7408	11
58.643	9
59.5452	5
60.4474	4
61.3496	8
62.2518	9
63.154	4
64.0562	4
64.9584	0
65.8606	6
66.7628	4
67.665	12
68.5672	10
69.4694	6
70.3716	6
71.2738	5
72.176	2
73.0782	2
73.9804	0
74.8826	5
75.7848	5
76.687	3
77.5892	5
78.4914	1
79.3936	8
80.2958	3
81.198	6
82.1002	11
83.0024	8
83.9046	0
84.8068	3
85.709	3
86.6112	5
87.5134	7
88.4156	5
89.3178	2
90.22	5
91.1222	2
92.0244	9
92.9266	0
93.8288	4
94.731	4
95.6332	3
96.5354	4
97.4376	3
98.3398	5
99.242	1
100.1442	4
101.0464	1
101.9486	0
102.8508	3
103.753	4
104.6552	2
105.5574	2
106.4596	3
107.3618	2
108.264	6
109.1662	3
110.0684	3
110.9706	0
111.8728	2
112.775	7
113.6772	4
114.5794	4
115.4816	3
116.3838	0
117.286	6
118.1882	4
119.0904	1
119.9926	0
120.8948	8
121.797	2
122.6992	2
123.6014	2
124.5036	1
125.4058	3
126.308	4
127.2102	6
128.1124	0
129.0146	1
129.9168	0
130.819	3
131.7212	1
132.6234	2
133.5256	1
134.4278	3
135.33	0
136.2322	1
137.1344	2
138.0366	0
138.9388	0
139.841	4
140.7432	4
141.6454	4
142.5476	1
143.4498	1
144.352	1
145.2542	2
146.1564	1
147.0586	2
147.9608	0
148.863	1
149.7652	3
150.6674	3
151.5696	2
152.4718	2
153.374	1
154.2762	2
155.1784	2
156.0806	3
156.9828	0
157.885	2
158.7872	1
159.6894	2
160.5916	2
161.4938	2
162.396	2
163.2982	0
164.2004	0
165.1026	1
166.0048	3
166.907	0
167.8092	2
168.7114	0
169.6136	0
170.5158	2
171.418	2
172.3202	1
173.2224	1
174.1246	2
175.0268	4
175.929	0
176.8312	1
177.7334	1
178.6356	1
179.5378	0
180.44	0
181.3422	1
182.2444	1
183.1466	1
184.0488	4
184.951	0
185.8532	1
186.7554	3
187.6576	2
188.5598	2
189.462	0
190.3642	1
191.2664	3
192.1686	0
193.0708	0
193.973	0
194.8752	2
195.7774	2
196.6796	1
197.5818	0
198.484	0
199.3862	0
200.2884	1
201.1906	1
202.0928	0
202.995	0
203.8972	2
204.7994	2
205.7016	0
206.6038	0
207.506	1
208.4082	0
209.3104	0
210.2126	0
211.1148	1
212.017	2
212.9192	0
213.8214	1
214.7236	0
215.6258	0
216.528	0
217.4302	0
218.3324	1
219.2346	0
220.1368	2
221.039	1
221.9412	0
222.8434	1
223.7456	0
224.6478	2
225.55	0
226.4522	0
227.3544	2
228.2566	4
229.1588	1
230.061	0
230.9632	0
231.8654	1
232.7676	0
233.6698	0
234.572	0
235.4742	0
236.3764	0
237.2786	1
238.1808	2
239.083	0
239.9852	0
240.8874	0
241.7896	1
242.6918	0
243.594	0
244.4962	0
245.3984	0
246.3006	1
247.2028	2
248.105	0
249.0072	0
249.9094	0
250.8116	0
251.7138	1
252.616	1
253.5182	2
254.4204	1
255.3226	1
256.2248	0
257.127	0
258.0292	0
258.9314	0
259.8336	0
260.7358	0
261.638	0
262.5402	0
263.4424	0
264.3446	0
265.2468	2
266.149	0
267.0512	0
267.9534	0
268.8556	0
269.7578	0
270.66	1
271.5622	1
272.4644	1
273.3666	1
274.2688	1
275.171	0
276.0732	1
276.9754	0
277.8776	0
278.7798	1
279.682	0
280.5842	1
281.4864	0
282.3886	0
283.2908	0
284.193	0
285.0952	1
285.9974	0
286.8996	0
287.8018	1
288.704	1
289.6062	0
290.5084	2
291.4106	2
292.3128	1
293.215	1
294.1172	0
295.0194	0
295.9216	0
296.8238	0
297.726	0
298.6282	0
299.5304	2
300.4326	2
301.3348	0
302.237	1
303.1392	0
304.0414	1
304.9436	0
305.8458	1
306.748	0
307.6502	0
308.5524	0
309.4546	0
310.3568	1
311.259	2
312.1612	1
313.0634	0
313.9656	0
314.8678	0
315.77	1
316.6722	0
317.5744	1
318.4766	1
319.3788	0
320.281	1
321.1832	1
322.0854	0
322.9876	0
323.8898	0
324.792	0
325.6942	0
326.5964	0
327.4986	0
328.4008	0
329.303	0
330.2052	0
331.1074	0
332.0096	0
332.9118	0
333.814	1
334.7162	1
335.6184	0
336.5206	1
337.4228	1
338.325	0
339.2272	0
340.1294	0
341.0316	1
341.9338	0
342.836	0
343.7382	0
344.6404	1
345.5426	0
346.4448	0
347.347	0
348.2492	0
349.1514	0
350.0536	0
350.9558	0
351.858	0
352.7602	0
353.6624	0
354.5646	0
355.4668	0
356.369	0
357.2712	0
358.1734	0
359.0756	1
359.9778	0
360.88	0
361.7822	1
362.6844	1
363.5866	0
364.4888	0
365.391	2
366.2932	1
367.1954	0
368.0976	0
368.9998	0
369.902	0
370.8042	0
371.7064	0
372.6086	2
373.5108	0
374.413	0
375.3152	1
376.2174	1
377.1196	0
378.0218	0
378.924	0
379.82620000000003	1
380.7284	0
381.6306	1
382.5328	0
383.435	1
384.3372	1
385.2394	0
386.1416	0
387.0438	0
387.946	0
388.8482	1
389.7504	0
390.6526	1
391.5548	0
392.457	0
393.3592	0
394.2614	0
395.1636	0
396.0658	0
396.968	0
397.8702	1
398.7724	0
399.6746	0
400.5768	0
401.479	0
402.3812	0
403.28340000000003	0
404.1856	0
405.0878	0
405.99	0
406.8922	0
407.7944	0
408.6966	0
409.5988	1
410.501	0
411.4032	0
412.3054	0
413.2076	1
414.1098	0
415.012	0
415.9142	0
416.8164	2
417.7186	0
418.6208	0
419.523	0
420.4252	0
421.3274	0
422.2296	0
423.1318	0
424.034	0
424.9362	0
425.8384	0
426.74060000000003	0
427.6428	1
428.545	0
429.4472	1
430.3494	1
431.2516	1
432.1538	0
433.056	0
433.9582	0
434.8604	0
435.7626	1
436.6648	0
437.567	0
438.4692	0
439.3714	1
440.2736	1
441.1758	0
442.078	0
442.9802	0
443.8824	0
444.7846	0
445.6868	0
446.589	1
447.4912	0
448.3934	0
449.2956	2
450.19780000000003	0
451.1	0
452.0022	0
452.9044	0
453.8066	1
454.7088	0
455.611	0
456.5132	0
457.4154	1
458.3176	0
459.2198	1
460.122	0
461.0242	0
461.9264	0
462.8286	0
463.7308	0
464.633	1
465.5352	0
466.4374	0
467.3396	0
468.2418	0
469.144	1
470.0462	0
470.9484	0
471.8506	0
472.7528	0
473.655	0
474.5572	0
475.4594	0
476.3616	0
477.2638	0
478.166	1
479.0682	0
479.9704	0
480.8726	0
481.7748	0
482.677	0
483.5792	0
484.4814	0
485.3836	0
486.2858	0
487.188	0
488.0902	0
488.9924	0
489.8946	0
490.7968	0
491.699	0
492.6012	1
493.5034	1
494.4056	0
495.3078	0
496.21	1
497.1122	0
498.0144	0
498.9166	0
499.8188	1
500.721	0
501.6232	0
502.5254	0
503.4276	0
504.3298	2
505.232	1
506.1342	0
507.0364	0
507.9386	0
508.8408	0
509.743	0
510.6452	0
511.5474	0
512.4496	0
513.3518	0
514.254	0
515.1562	1
516.0584	0
516.9606	0
517.8628	0
518.765	0
519.6672	0
520.5694	0
521.4716	0
522.3738	0
523.276	0
524.1782	0
525.0804	0
525.9826	0
526.8848	0
527.787	0
528.6892	0
529.5914	0
530.4936	0
531.3958	0
532.298	0
533.2002	0
534.1024	1
535.0046	0
535.9068	0
536.809	1
537.7112	0
538.6134	1
539.5156	0
540.4178	0
541.32	1
542.2222	0
543.1244	0
544.0266	0
544.9288	0
545.831	0
546.7332	0
547.6354	0
548.5376	0
549.4398	0
550.342	0
551.2442	0
552.1464	0
553.0486	1
553.9508	0
554.853	1
555.7552	0
556.6574	0
557.5596	0
558.4618	0
559.364	0
560.2662	1
561.1684	0
562.0706	0
562.9728	0
563.875	0
564.7772	0
565.6794	0
566.5816	0
567.4838	0
568.386	0
569.2882	0
570.1904	0
571.0926	0
571.9948	0
572.897	0
573.7992	0
574.7014	0
575.6036	0
576.5058	0
577.408	0
578.3102	0
579.2124	0
580.1146	0
581.0168	0
581.919	0
582.8212	1
583.7234	0
584.6256	0
585.5278	0
586.43	0
587.3322000000001	0
588.2344	0
589.1366	0
590.0388	0
590.941	0
591.8432	1
592.7454	0
593.6476	0
594.5498	0
595.452	0
596.3542	1
597.2564	0
598.1586	0
599.0608	0
599.963	0
600.8652	1
601.7674	0
602.6696	0
603.5718	0
604.474	1
605.3762	0
606.2784	0
607.1806	0
608.0828	1
608.985	0
609.8872	0
610.7894	0
611.6916	0
612.5938	0
613.496	0
614.3982	0
615.3004	1
616.2026	0
617.1048	0
618.007	0
618.9092	0
619.8114	0
620.7136	0
621.6158	0
622.518	0
623.4202	0
624.3224	0
625.2246	0
626.1268	1
627.029	0
627.9312	0
628.8334	0
629.7356	0
630.6378	0
631.54	0
632.4422	0
633.3444	0
634.2466000000001	0
635.1488	0
636.051	0
636.9532	0
637.8554	0
638.7576	2
639.6598	0
640.562	1
641.4642	0
642.3664	0
643.2686	0
644.1708	0
645.073	0
645.9752	0
646.8774	0
647.7796	0
648.6818	0
649.584	0
650.4862	0
651.3884	0
652.2906	1
653.1928	1
654.095	0
654.9972	0
655.8994	0
656.8016	0
657.7038	0
658.606	0
659.5082	0
660.4104	0
661.3126	0
662.2148	0
663.117	0
664.0192	0
664.9214	0
665.8236	0
666.7258	0
667.628	0
668.5302	1
669.4324	0
670.3346	0
671.2368	0
672.139	0
673.0412	0
673.9434	0
674.8456	0
675.7478	0
676.65	0
677.5522	0
678.4544	0
679.3566	0
680.2588	1
681.1610000000001	0
682.0632	0
682.9654	0
683.8676	0
684.7698	0
